invoice_id,subscription_id,customer_id,invoice_date,billing_period_start,billing_period_end,list_price,discount_pct,amount_billed,status,is_renewal
INV-000726,SUB-00050,CUST-0048,2025-01-18,2025-01-18,2025-02-16,12000,0,12000.0,paid,True
INV-000727,SUB-00050,CUST-0048,2025-02-17,2025-02-17,2025-03-18,12000,0,12000.0,paid,True
INV-000728,SUB-00051,CUST-0049,2024-03-15,2024-03-15,2025-03-14,66000,0,66000.0,paid,False
INV-000729,SUB-00051,CUST-0049,2025-03-15,2025-03-15,2026-03-14,66000,0,66000.0,paid,True
INV-000730,SUB-00051,CUST-0049,2026-03-15,2026-03-15,2027-03-14,66000,0,66000.0,paid,True
INV-000731,SUB-00052,CUST-0050,2024-09-07,2024-09-07,2025-09-06,1188,0,1188.0,paid,False
INV-000732,SUB-00052,CUST-0050,2025-09-07,2025-09-07,2026-09-06,1188,0,1188.0,paid,True
INV-000733,SUB-00053,CUST-0051,2024-11-05,2024-11-05,2024-12-04,19,0,19.0,paid,False
INV-000734,SUB-00053,CUST-0051,2024-12-05,2024-12-05,2025-01-03,19,0,19.0,paid,True
INV-000735,SUB-00053,CUST-0051,2025-01-04,2025-01-04,2025-02-02,19,0,19.0,paid,True
INV-000736,SUB-00053,CUST-0051,2025-02-03,2025-02-03,2025-03-04,19,0,19.0,paid,True
INV-000737,SUB-00053,CUST-0051,2025-03-05,2025-03-05,2025-04-03,19,0,19.0,paid,True
INV-000738,SUB-00053,CUST-0051,2025-04-04,2025-04-04,2025-05-03,19,0,19.0,paid,True
INV-000739,SUB-00053,CUST-0051,2025-05-04,2025-05-04,2025-06-02,19,0,19.0,paid,True
INV-000740,SUB-00053,CUST-0051,2025-06-03,2025-06-03,2025-07-02,19,0,19.0,paid,True
INV-000741,SUB-00053,CUST-0051,2025-07-03,2025-07-03,2025-08-01,19,0,19.0,paid,True
INV-000742,SUB-00053,CUST-0051,2025-08-02,2025-08-02,2025-08-31,19,0,19.0,paid,True
INV-000743,SUB-00053,CUST-0051,2025-09-01,2025-09-01,2025-09-30,19,0,19.0,paid,True
INV-000744,SUB-00053,CUST-0051,2025-10-01,2025-10-01,2025-10-30,19,0,19.0,paid,True
INV-000745,SUB-00053,CUST-0051,2025-10-31,2025-10-31,2025-11-29,19,0,19.0,paid,True
INV-000746,SUB-00053,CUST-0051,2025-11-30,2025-11-30,2025-12-29,19,0,19.0,paid,True
INV-000747,SUB-00053,CUST-0051,2025-12-30,2025-12-30,2026-01-28,19,0,19.0,paid,True
INV-000748,SUB-00053,CUST-0051,2026-01-29,2026-01-29,2026-02-27,19,0,19.0,paid,True
INV-000749,SUB-00053,CUST-0051,2026-02-28,2026-02-28,2026-03-29,19,0,19.0,paid,True
INV-000750,SUB-00053,CUST-0051,2026-03-30,2026-03-30,2026-04-28,19,0,19.0,paid,True
INV-000751,SUB-00054,CUST-0052,2023-10-30,2023-10-30,2023-11-28,399,0,399.0,paid,False
INV-000752,SUB-00054,CUST-0052,2023-11-29,2023-11-29,2023-12-28,399,0,399.0,paid,True
INV-000753,SUB-00054,CUST-0052,2023-12-29,2023-12-29,2024-01-27,399,0,399.0,paid,True
INV-000754,SUB-00054,CUST-0052,2024-01-28,2024-01-28,2024-02-26,399,0,399.0,paid,True
INV-000755,SUB-00054,CUST-0052,2024-02-27,2024-02-27,2024-03-27,399,0,399.0,paid,True
INV-000756,SUB-00054,CUST-0052,2024-03-28,2024-03-28,2024-04-26,399,0,399.0,paid,True
INV-000757,SUB-00054,CUST-0052,2024-04-27,2024-04-27,2024-05-26,399,0,399.0,paid,True
INV-000758,SUB-00054,CUST-0052,2024-05-27,2024-05-27,2024-06-25,399,0,399.0,paid,True
INV-000759,SUB-00054,CUST-0052,,2024-06-26,2024-07-25,399,0,399.0,paid,True
INV-000760,SUB-00054,CUST-0052,2024-07-26,2024-07-26,2024-08-24,399,0,399.0,paid,True
INV-000761,SUB-00054,CUST-0052,2024-08-25,2024-08-25,2024-09-23,399,0,399.0,paid,True
INV-000762,SUB-00054,CUST-0052,2024-09-24,2024-09-24,2024-10-23,399,0,399.0,paid,True
INV-000763,SUB-00054,CUST-0052,2024-10-24,2024-10-24,2024-11-22,399,0,399.0,paid,True
INV-000764,SUB-00054,CUST-0052,2024-11-23,2024-11-23,2024-12-22,399,0,399.0,paid,True
INV-000765,SUB-00054,CUST-0052,2024-12-23,2024-12-23,2025-01-21,399,0,399.0,refunded,True
INV-000766,SUB-00054,CUST-0052,2025-01-22,2025-01-22,2025-02-20,399,0,399.0,paid,True
INV-000767,SUB-00054,CUST-0052,2025-02-21,2025-02-21,2025-03-22,399,0,399.0,paid,True
INV-000768,SUB-00054,CUST-0052,2025-03-23,2025-03-23,2025-04-21,399,0,399.0,paid,True
INV-000769,SUB-00054,CUST-0052,2025-04-22,2025-04-22,2025-05-21,399,0,399.0,paid,True
INV-000770,SUB-00054,CUST-0052,2025-05-22,2025-05-22,2025-06-20,399,0,399.0,paid,True
INV-000771,SUB-00054,CUST-0052,2025-06-21,2025-06-21,2025-07-20,399,0,399.0,paid,True
INV-000772,SUB-00054,CUST-0052,2025-07-21,2025-07-21,2025-08-19,399,0,399.0,paid,True
INV-000773,SUB-00054,CUST-0052,2025-08-20,2025-08-20,2025-09-18,399,0,399.0,paid,True
INV-000774,SUB-00054,CUST-0052,2025-09-19,2025-09-19,2025-10-18,399,0,399.0,paid,True
INV-000775,SUB-00055,CUST-0053,2023-04-26,2023-04-26,2023-05-25,399,0,399.0,paid,False
INV-000776,SUB-00055,CUST-0053,2023-05-26,2023-05-26,2023-06-24,399,0,399.0,paid,True
INV-000777,SUB-00055,CUST-0053,2023-06-25,2023-06-25,2023-07-24,399,0,399.0,paid,True
INV-000778,SUB-00055,CUST-0053,2023-07-25,2023-07-25,2023-08-23,399,0,399.0,paid,True
INV-000779,SUB-00055,CUST-0053,2023-08-24,2023-08-24,2023-09-22,399,0,399.0,paid,True
INV-000780,SUB-00055,CUST-0053,2023-09-23,2023-09-23,2023-10-22,399,0,399.0,paid,True
INV-000781,SUB-00055,CUST-0053,2023-10-23,2023-10-23,2023-11-21,399,0,399.0,failed,True
INV-000782,SUB-00055,CUST-0053,2023-11-22,2023-11-22,2023-12-21,399,0,399.0,paid,True
INV-000783,SUB-00055,CUST-0053,2023-12-22,2023-12-22,2024-01-20,399,0,399.0,paid,True
INV-000784,SUB-00055,CUST-0053,2024-01-21,2024-01-21,2024-02-19,399,0,399.0,paid,True
INV-000785,SUB-00055,CUST-0053,2024-02-20,2024-02-20,2024-03-20,399,0,399.0,paid,True
INV-000786,SUB-00055,CUST-0053,2024-03-21,2024-03-21,2024-04-19,399,0,399.0,paid,True
INV-000787,SUB-00055,CUST-0053,2024-04-20,2024-04-20,2024-05-19,399,0,399.0,failed,True
INV-000788,SUB-00055,CUST-0053,2024-05-20,2024-05-20,2024-06-18,399,0,399.0,paid,True
INV-000789,SUB-00055,CUST-0053,2024-06-19,2024-06-19,2024-07-18,399,0,399.0,paid,True
INV-000790,SUB-00055,CUST-0053,2024-07-19,2024-07-19,2024-08-17,399,0,399.0,paid,True
INV-000791,SUB-00055,CUST-0053,2024-08-18,2024-08-18,2024-09-16,399,0,399.0,paid,True
INV-000792,SUB-00055,CUST-0053,2024-09-17,2024-09-17,2024-10-16,399,0,399.0,paid,True
INV-000793,SUB-00055,CUST-0053,2024-10-17,2024-10-17,2024-11-15,399,0,399.0,failed,True
INV-000794,SUB-00055,CUST-0053,2024-11-16,2024-11-16,2024-12-15,399,0,399.0,paid,True
INV-000795,SUB-00055,CUST-0053,2024-12-16,2024-12-16,2025-01-14,399,0,399.0,paid,True
INV-000796,SUB-00055,CUST-0053,2025-01-15,2025-01-15,2025-02-13,399,0,399.0,paid,True
INV-000797,SUB-00055,CUST-0053,2025-02-14,2025-02-14,2025-03-15,399,0,399.0,paid,True
INV-000798,SUB-00055,CUST-0053,2025-03-16,2025-03-16,2025-04-14,399,0,399.0,paid,True
INV-000799,SUB-00056,CUST-0054,2023-01-13,2023-01-13,2023-02-11,99,0,99.0,paid,False
INV-000800,SUB-00056,CUST-0054,2023-02-12,2023-02-12,2023-03-13,99,0,99.0,paid,True
INV-000801,SUB-00056,CUST-0054,2023-03-14,2023-03-14,2023-04-12,99,0,99.0,paid,True
INV-000802,SUB-00056,CUST-0054,2023-04-13,2023-04-13,2023-05-12,99,0,99.0,paid,True
INV-000803,SUB-00056,CUST-0054,2023-05-13,2023-05-13,2023-06-11,99,0,99.0,paid,True
INV-000804,SUB-00056,CUST-0054,2023-06-12,2023-06-12,2023-07-11,99,0,99.0,paid,True
INV-000805,SUB-00056,CUST-0054,2023-07-12,2023-07-12,2023-08-10,99,0,99.0,paid,True
INV-000806,SUB-00056,CUST-0054,2023-08-11,2023-08-11,2023-09-09,99,0,99.0,paid,True
INV-000807,SUB-00056,CUST-0054,2023-09-10,2023-09-10,2023-10-09,99,0,99.0,paid,True
INV-000808,SUB-00056,CUST-0054,2023-10-10,2023-10-10,2023-11-08,99,0,99.0,paid,True
INV-000809,SUB-00056,CUST-0054,2023-11-09,2023-11-09,2023-12-08,99,0,99.0,paid,True
INV-000810,SUB-00056,CUST-0054,2023-12-09,2023-12-09,2024-01-07,99,0,99.0,paid,True
INV-000811,SUB-00056,CUST-0054,2024-01-08,2024-01-08,2024-02-06,99,0,99.0,paid,True
INV-000812,SUB-00056,CUST-0054,2024-02-07,2024-02-07,2024-03-07,99,0,99.0,paid,True
INV-000813,SUB-00056,CUST-0054,2024-03-08,2024-03-08,2024-04-06,99,0,99.0,paid,True
INV-000814,SUB-00056,CUST-0054,2024-04-07,2024-04-07,2024-05-06,99,0,99.0,paid,True
INV-000815,SUB-00056,CUST-0054,2024-05-07,2024-05-07,2024-06-05,99,0,99.0,paid,True
INV-000816,SUB-00056,CUST-0054,2024-06-06,2024-06-06,2024-07-05,99,0,99.0,paid,True
INV-000817,SUB-00056,CUST-0054,2024-07-06,2024-07-06,2024-08-04,99,0,99.0,paid,True
INV-000818,SUB-00056,CUST-0054,2024-08-05,2024-08-05,2024-09-03,99,0,99.0,paid,True
INV-000819,SUB-00056,CUST-0054,2024-09-04,2024-09-04,2024-10-03,99,0,99.0,paid,True
INV-000820,SUB-00056,CUST-0054,2024-10-04,2024-10-04,2024-11-02,99,0,99.0,paid,True
INV-000821,SUB-00056,CUST-0054,2024-11-03,2024-11-03,2024-12-02,99,0,99.0,paid,True
INV-000822,SUB-00056,CUST-0054,2024-12-03,2024-12-03,2025-01-01,99,0,99.0,paid,True
INV-000823,SUB-00057,CUST-0055,2024-08-05,2024-08-05,2024-09-03,249,0,249.0,paid,False
INV-000824,SUB-00057,CUST-0055,2024-09-04,2024-09-04,2024-10-03,249,0,249.0,paid,True
INV-000825,SUB-00057,CUST-0055,2024-10-04,2024-10-04,2024-11-02,249,0,249.0,paid,True
INV-000826,SUB-00057,CUST-0055,2024-11-03,2024-11-03,2024-12-02,249,0,249.0,paid,True
INV-000827,SUB-00057,CUST-0055,2024-12-03,2024-12-03,2025-01-01,249,0,249.0,refunded,True
INV-000828,SUB-00057,CUST-0055,2025-01-02,2025-01-02,2025-01-31,249,0,249.0,paid,True
INV-000829,SUB-00057,CUST-0055,2025-02-01,2025-02-01,2025-03-02,249,0,249.0,paid,True
INV-000830,SUB-00057,CUST-0055,2025-03-03,2025-03-03,2025-04-01,249,0,249.0,paid,True
INV-000831,SUB-00057,CUST-0055,2025-04-02,2025-04-02,2025-05-01,249,0,249.0,paid,True
INV-000832,SUB-00057,CUST-0055,2025-05-02,2025-05-02,2025-05-31,249,0,249.0,paid,True
INV-000833,SUB-00057,CUST-0055,2025-06-01,2025-06-01,2025-06-30,249,0,249.0,paid,True
INV-000834,SUB-00057,CUST-0055,2025-07-01,2025-07-01,2025-07-30,249,0,249.0,paid,True
INV-000835,SUB-00057,CUST-0055,2025-07-31,2025-07-31,2025-08-29,249,0,249.0,paid,True
INV-000836,SUB-00057,CUST-0055,2025-08-30,2025-08-30,2025-09-28,249,0,249.0,paid,True
INV-000837,SUB-00057,CUST-0055,2025-09-29,2025-09-29,2025-10-28,249,0,249.0,paid,True
INV-000838,SUB-00057,CUST-0055,2025-10-29,2025-10-29,2025-11-27,249,0,249.0,paid,True
INV-000839,SUB-00057,CUST-0055,2025-11-28,2025-11-28,2025-12-27,249,0,249.0,paid,True
INV-000840,SUB-00057,CUST-0055,2025-12-28,2025-12-28,2026-01-26,249,0,249.0,paid,True
INV-000841,SUB-00057,CUST-0055,2026-01-27,2026-01-27,2026-02-25,249,0,249.0,paid,True
INV-000842,SUB-00057,CUST-0055,2026-02-26,2026-02-26,2026-03-27,249,0,249.0,paid,True
INV-000843,SUB-00057,CUST-0055,2026-03-28,2026-03-28,2026-04-26,249,0,249.0,paid,True
INV-000844,SUB-00058,CUST-0056,2023-03-16,2023-03-16,2023-04-14,249,0,249.0,paid,False
INV-000845,SUB-00058,CUST-0056,,2023-04-15,2023-05-14,249,0,249.0,failed,True
INV-000846,SUB-00058,CUST-0056,2023-05-15,2023-05-15,2023-06-13,249,0,249.0,paid,True
INV-000847,SUB-00058,CUST-0056,2023-06-14,2023-06-14,2023-07-13,249,0,249.0,paid,True
INV-000848,SUB-00058,CUST-0056,2023-07-14,2023-07-14,2023-08-12,249,0,249.0,paid,True
INV-000849,SUB-00058,CUST-0056,2023-08-13,2023-08-13,2023-09-11,249,0,249.0,paid,True
INV-000850,SUB-00058,CUST-0056,2023-09-12,2023-09-12,2023-10-11,249,0,249.0,paid,True
INV-000851,SUB-00058,CUST-0056,2023-10-12,2023-10-12,2023-11-10,249,0,249.0,paid,True
INV-000852,SUB-00058,CUST-0056,2023-11-11,2023-11-11,2023-12-10,249,0,249.0,paid,True
INV-000853,SUB-00058,CUST-0056,2023-12-11,2023-12-11,2024-01-09,249,0,249.0,paid,True
INV-000854,SUB-00058,CUST-0056,2024-01-10,2024-01-10,2024-02-08,249,0,249.0,paid,True
INV-000855,SUB-00058,CUST-0056,2024-02-09,2024-02-09,2024-03-09,249,0,249.0,paid,True
INV-000856,SUB-00058,CUST-0056,2024-03-10,2024-03-10,2024-04-08,249,0,249.0,paid,True
INV-000857,SUB-00058,CUST-0056,2024-04-09,2024-04-09,2024-05-08,249,0,249.0,paid,True
INV-000858,SUB-00058,CUST-0056,2024-05-09,2024-05-09,2024-06-07,249,0,249.0,paid,True
INV-000859,SUB-00058,CUST-0056,2024-06-08,2024-06-08,2024-07-07,249,0,249.0,paid,True
INV-000860,SUB-00058,CUST-0056,2024-07-08,2024-07-08,2024-08-06,249,0,249.0,paid,True
INV-000861,SUB-00058,CUST-0056,2024-08-07,2024-08-07,2024-09-05,249,0,249.0,paid,True
INV-000862,SUB-00058,CUST-0056,2024-09-06,2024-09-06,2024-10-05,249,0,249.0,paid,True
INV-000863,SUB-00058,CUST-0056,2024-10-06,2024-10-06,2024-11-04,249,0,249.0,paid,True
INV-000864,SUB-00058,CUST-0056,2024-11-05,2024-11-05,2024-12-04,249,0,249.0,failed,True
INV-000865,SUB-00058,CUST-0056,2024-12-05,2024-12-05,2025-01-03,249,0,249.0,paid,True
INV-000866,SUB-00058,CUST-0056,2025-01-04,2025-01-04,2025-02-02,249,0,249.0,paid,True
INV-000867,SUB-00058,CUST-0056,2025-02-03,2025-02-03,2025-03-04,249,0,249.0,paid,True
INV-000868,SUB-00059,CUST-0056,2025-04-21,2025-04-21,2025-05-20,799,0,799.0,paid,False
INV-000869,SUB-00059,CUST-0056,2025-05-21,2025-05-21,2025-06-19,799,0,799.0,paid,True
INV-000870,SUB-00059,CUST-0056,2025-06-20,2025-06-20,2025-07-19,799,0,799.0,paid,True
INV-000871,SUB-00059,CUST-0056,2025-07-20,2025-07-20,2025-08-18,799,0,799.0,paid,True
INV-000872,SUB-00059,CUST-0056,2025-08-19,2025-08-19,2025-09-17,799,0,799.0,paid,True
INV-000873,SUB-00059,CUST-0056,2025-09-18,2025-09-18,2025-10-17,799,0,799.0,paid,True
INV-000874,SUB-00059,CUST-0056,2025-10-18,2025-10-18,2025-11-16,799,0,799.0,paid,True
INV-000875,SUB-00059,CUST-0056,2025-11-17,2025-11-17,2025-12-16,799,0,799.0,paid,True
INV-000876,SUB-00059,CUST-0056,2025-12-17,2025-12-17,2026-01-15,799,0,799.0,paid,True
INV-000877,SUB-00059,CUST-0056,2026-01-16,2026-01-16,2026-02-14,799,0,799.0,paid,True
INV-000878,SUB-00059,CUST-0056,2026-02-15,2026-02-15,2026-03-16,799,0,799.0,paid,True
INV-000879,SUB-00059,CUST-0056,2026-03-17,2026-03-17,2026-04-15,799,0,799.0,paid,True
INV-000880,SUB-00060,CUST-0057,2024-02-12,2024-02-12,2024-03-12,19,0,19.0,paid,False
INV-000881,SUB-00060,CUST-0057,2024-03-13,2024-03-13,2024-04-11,19,0,19.0,paid,True
INV-000882,SUB-00060,CUST-0057,2024-04-12,2024-04-12,2024-05-11,19,0,19.0,paid,True
INV-000883,SUB-00060,CUST-0057,2024-05-12,2024-05-12,2024-06-10,19,0,19.0,paid,True
INV-000884,SUB-00060,CUST-0057,2024-06-11,2024-06-11,2024-07-10,19,0,19.0,paid,True
INV-000885,SUB-00060,CUST-0057,2024-07-11,2024-07-11,2024-08-09,19,0,19.0,paid,True
INV-000886,SUB-00060,CUST-0057,2024-08-10,2024-08-10,2024-09-08,19,0,19.0,paid,True
INV-000887,SUB-00060,CUST-0057,2024-09-09,2024-09-09,2024-10-08,19,0,19.0,paid,True
INV-000888,SUB-00060,CUST-0057,2024-10-09,2024-10-09,2024-11-07,19,0,19.0,paid,True
INV-000889,SUB-00060,CUST-0057,2024-11-08,2024-11-08,2024-12-07,19,0,19.0,paid,True
INV-000890,SUB-00060,CUST-0057,2024-12-08,2024-12-08,2025-01-06,19,0,19.0,paid,True
INV-000891,SUB-00060,CUST-0057,2025-01-07,2025-01-07,2025-02-05,19,0,19.0,paid,True
INV-000892,SUB-00060,CUST-0057,2025-02-06,2025-02-06,2025-03-07,19,0,19.0,failed,True
INV-000893,SUB-00060,CUST-0057,2025-03-08,2025-03-08,2025-04-06,19,0,19.0,paid,True
INV-000894,SUB-00060,CUST-0057,2025-04-07,2025-04-07,2025-05-06,19,0,19.0,paid,True
INV-000895,SUB-00060,CUST-0057,2025-05-07,2025-05-07,2025-06-05,19,0,19.0,paid,True
INV-000896,SUB-00060,CUST-0057,2025-06-06,2025-06-06,2025-07-05,19,0,19.0,paid,True
INV-000897,SUB-00060,CUST-0057,2025-07-06,2025-07-06,2025-08-04,19,0,19.0,paid,True
INV-000898,SUB-00060,CUST-0057,2025-08-05,2025-08-05,2025-09-03,19,0,19.0,paid,True
INV-000899,SUB-00060,CUST-0057,2025-09-04,2025-09-04,2025-10-03,19,0,19.0,paid,True
INV-000900,SUB-00060,CUST-0057,2025-10-04,2025-10-04,2025-11-02,19,0,19.0,paid,True
INV-000901,SUB-00060,CUST-0057,2025-11-03,2025-11-03,2025-12-02,19,0,19.0,paid,True
INV-000902,SUB-00060,CUST-0057,2025-12-03,2025-12-03,2026-01-01,19,0,19.0,paid,True
INV-000903,SUB-00060,CUST-0057,2026-01-02,2026-01-02,2026-01-31,19,0,19.0,paid,True
INV-000904,SUB-00061,CUST-0058,2024-02-16,2024-02-16,2025-02-14,66000,0,66000.0,paid,False
INV-000905,SUB-00061,CUST-0058,2025-02-15,2025-02-15,2026-02-14,66000,0,66000.0,paid,True
INV-000906,SUB-00061,CUST-0058,2026-02-15,2026-02-15,2027-02-14,66000,0,66000.0,paid,True
INV-000907,SUB-00062,CUST-0059,2023-11-14,2023-11-14,2024-11-12,2988,0,2988.0,paid,False
INV-000908,SUB-00062,CUST-0059,2024-11-13,2024-11-13,2025-11-12,2988,0,2988.0,paid,True
INV-000909,SUB-00062,CUST-0059,2025-11-13,2025-11-13,2026-11-12,2988,0,2988.0,paid,True
INV-000910,SUB-00063,CUST-0060,2024-02-05,2024-02-05,2024-03-05,249,0,249.0,paid,False
INV-000911,SUB-00063,CUST-0060,2024-03-06,2024-03-06,2024-04-04,249,0,249.0,failed,True
INV-000912,SUB-00063,CUST-0060,2024-04-05,2024-04-05,2024-05-04,249,0,249.0,paid,True
INV-000913,SUB-00063,CUST-0060,2024-05-05,2024-05-05,2024-06-03,249,0,249.0,paid,True
INV-000914,SUB-00063,CUST-0060,2024-06-04,2024-06-04,2024-07-03,249,0,249.0,paid,True
INV-000915,SUB-00063,CUST-0060,2024-07-04,2024-07-04,2024-08-02,249,0,249.0,paid,True
INV-000916,SUB-00063,CUST-0060,2024-08-03,2024-08-03,2024-09-01,249,0,249.0,paid,True
INV-000917,SUB-00063,CUST-0060,2024-09-02,2024-09-02,2024-10-01,249,0,249.0,paid,True
INV-000918,SUB-00063,CUST-0060,2024-10-02,2024-10-02,2024-10-31,249,0,249.0,paid,True
INV-000919,SUB-00063,CUST-0060,2024-11-01,2024-11-01,2024-11-30,249,0,249.0,paid,True
INV-000920,SUB-00063,CUST-0060,2024-12-01,2024-12-01,2024-12-30,249,0,249.0,paid,True
INV-000921,SUB-00063,CUST-0060,2024-12-31,2024-12-31,2025-01-29,249,0,249.0,paid,True
INV-000922,SUB-00063,CUST-0060,2025-01-30,2025-01-30,2025-02-28,249,0,249.0,paid,True
INV-000923,SUB-00063,CUST-0060,2025-03-01,2025-03-01,2025-03-30,249,0,249.0,paid,True
INV-000924,SUB-00063,CUST-0060,2025-03-31,2025-03-31,2025-04-29,249,0,249.0,paid,True
INV-000925,SUB-00063,CUST-0060,2025-04-30,2025-04-30,2025-05-29,249,0,249.0,paid,True
INV-000926,SUB-00063,CUST-0060,2025-05-30,2025-05-30,2025-06-28,249,0,249.0,paid,True
INV-000927,SUB-00063,CUST-0060,2025-06-29,2025-06-29,2025-07-28,249,0,249.0,paid,True
INV-000928,SUB-00063,CUST-0060,2025-07-29,2025-07-29,2025-08-27,249,0,249.0,paid,True
INV-000929,SUB-00063,CUST-0060,2025-08-28,2025-08-28,2025-09-26,249,0,249.0,refunded,True
INV-000930,SUB-00063,CUST-0060,2025-09-27,2025-09-27,2025-10-26,249,0,249.0,paid,True
INV-000931,SUB-00063,CUST-0060,2025-10-27,2025-10-27,2025-11-25,249,0,249.0,paid,True
INV-000932,SUB-00063,CUST-0060,2025-11-26,2025-11-26,2025-12-25,249,0,249.0,paid,True
INV-000933,SUB-00063,CUST-0060,2025-12-26,2025-12-26,2026-01-24,249,0,249.0,paid,True
INV-000934,SUB-00064,CUST-0061,2024-03-23,2024-03-23,2024-04-21,99,0,99.0,paid,False
INV-000935,SUB-00064,CUST-0061,2024-04-22,2024-04-22,2024-05-21,99,0,99.0,paid,True
INV-000936,SUB-00064,CUST-0061,2024-05-22,2024-05-22,2024-06-20,99,0,99.0,paid,True
INV-000937,SUB-00064,CUST-0061,2024-06-21,2024-06-21,2024-07-20,99,0,99.0,paid,True
INV-000938,SUB-00064,CUST-0061,2024-07-21,2024-07-21,2024-08-19,99,0,99.0,paid,True
INV-000939,SUB-00064,CUST-0061,2024-08-20,2024-08-20,2024-09-18,99,0,99.0,paid,True
INV-000940,SUB-00064,CUST-0061,2024-09-19,2024-09-19,2024-10-18,99,0,99.0,paid,True
INV-000941,SUB-00064,CUST-0061,2024-10-19,2024-10-19,2024-11-17,99,0,99.0,paid,True
INV-000942,SUB-00064,CUST-0061,2024-11-18,2024-11-18,2024-12-17,99,0,99.0,paid,True
INV-000943,SUB-00064,CUST-0061,2024-12-18,2024-12-18,2025-01-16,99,0,99.0,paid,True
INV-000944,SUB-00064,CUST-0061,2025-01-17,2025-01-17,2025-02-15,99,0,99.0,paid,True
INV-000945,SUB-00064,CUST-0061,2025-02-16,2025-02-16,2025-03-17,99,0,99.0,paid,True
INV-000946,SUB-00064,CUST-0061,2025-03-18,2025-03-18,2025-04-16,99,0,99.0,refunded,True
INV-000947,SUB-00064,CUST-0061,2025-04-17,2025-04-17,2025-05-16,99,0,99.0,paid,True
INV-000948,SUB-00064,CUST-0061,2025-05-17,2025-05-17,2025-06-15,99,0,99.0,paid,True
INV-000949,SUB-00064,CUST-0061,2025-06-16,2025-06-16,2025-07-15,99,0,99.0,failed,True
INV-000950,SUB-00064,CUST-0061,2025-07-16,2025-07-16,2025-08-14,99,0,99.0,refunded,True
INV-000951,SUB-00064,CUST-0061,2025-08-15,2025-08-15,2025-09-13,99,0,99.0,paid,True
INV-000952,SUB-00064,CUST-0061,2025-09-14,2025-09-14,2025-10-13,99,0,99.0,paid,True
INV-000953,SUB-00064,CUST-0061,2025-10-14,2025-10-14,2025-11-12,99,0,99.0,paid,True
INV-000954,SUB-00064,CUST-0061,2025-11-13,2025-11-13,2025-12-12,99,0,99.0,paid,True
INV-000955,SUB-00064,CUST-0061,2025-12-13,2025-12-13,2026-01-11,99,0,99.0,paid,True
INV-000956,SUB-00064,CUST-0061,2026-01-12,2026-01-12,2026-02-10,99,0,99.0,paid,True
INV-000957,SUB-00064,CUST-0061,2026-02-11,2026-02-11,2026-03-12,99,0,99.0,paid,True
INV-000958,SUB-00065,CUST-0062,2024-03-20,2024-03-20,2025-03-19,4788,0,4788.0,paid,False
INV-000959,SUB-00065,CUST-0062,2025-03-20,2025-03-20,2026-03-19,4788,0,4788.0,refunded,True
INV-000960,SUB-00065,CUST-0062,2026-03-20,2026-03-20,2027-03-19,4788,0,4788.0,paid,True
INV-000961,SUB-00066,CUST-0063,2024-11-04,2024-11-04,2024-12-03,19,0,19.0,paid,False
INV-000962,SUB-00066,CUST-0063,2024-12-04,2024-12-04,2025-01-02,19,0,19.0,paid,True
INV-000963,SUB-00066,CUST-0063,2025-01-03,2025-01-03,2025-02-01,19,0,19.0,paid,True
INV-000964,SUB-00066,CUST-0063,2025-02-02,2025-02-02,2025-03-03,19,0,19.0,paid,True
INV-000965,SUB-00067,CUST-0063,2025-03-03,2025-03-03,2025-04-01,249,0,249.0,paid,False
INV-000966,SUB-00067,CUST-0063,2025-04-02,2025-04-02,2025-05-01,249,0,249.0,paid,True
INV-000967,SUB-00067,CUST-0063,2025-05-02,2025-05-02,2025-05-31,249,0,249.0,failed,True
INV-000968,SUB-00067,CUST-0063,2025-06-01,2025-06-01,2025-06-30,249,0,249.0,paid,True
INV-000969,SUB-00067,CUST-0063,2025-07-01,2025-07-01,2025-07-30,249,0,249.0,paid,True
INV-000970,SUB-00067,CUST-0063,2025-07-31,2025-07-31,2025-08-29,249,0,249.0,paid,True
INV-000971,SUB-00067,CUST-0063,2025-08-30,2025-08-30,2025-09-28,249,0,249.0,paid,True
INV-000972,SUB-00067,CUST-0063,2025-09-29,2025-09-29,2025-10-28,249,0,249.0,paid,True
INV-000973,SUB-00067,CUST-0063,2025-10-29,2025-10-29,2025-11-27,249,0,249.0,paid,True
INV-000974,SUB-00067,CUST-0063,2025-11-28,2025-11-28,2025-12-27,249,0,249.0,paid,True
INV-000975,SUB-00067,CUST-0063,2025-12-28,2025-12-28,2026-01-26,249,0,249.0,paid,True
INV-000976,SUB-00067,CUST-0063,2026-01-27,2026-01-27,2026-02-25,249,0,249.0,paid,True
INV-000977,SUB-00067,CUST-0063,2026-02-26,2026-02-26,2026-03-27,249,0,249.0,paid,True
INV-000978,SUB-00067,CUST-0063,2026-03-28,2026-03-28,2026-04-26,249,0,249.0,paid,True
INV-000979,SUB-00068,CUST-0064,2023-12-22,2023-12-22,2024-12-20,228,0,228.0,paid,False
INV-000980,SUB-00068,CUST-0064,2024-12-21,2024-12-21,2025-12-20,228,0,228.0,paid,True
INV-000981,SUB-00068,CUST-0064,2025-12-21,2025-12-21,2026-12-20,228,0,228.0,paid,True
INV-000982,SUB-00069,CUST-0065,2023-05-10,2023-05-10,2024-05-08,9588,0,9588.0,paid,False
